dwTemplateID,strName,dwClassID,byLevel,byIsPassive,NextLevel,byShape,byDamegePro,byJob,nLearnLevel,dwTotalSkillTreePoint,dwCostSkillPoint,byWeaponFlag,dwCostSP,dwIgnoreAction,byIsLead,dwPrepareTime,bypreparetimes,byDamageFrequency,dwCooldown,byTargetType,dwHitPer,dwCriticalPer,dwCriticalDmgPer,wAoeAimNum,nAoeArea,byAoeCenterType,nAoeCenterData,byAoeAreaType,nAoeAreaData,byIgnoreDef,dwIgnoreDefendAmount,dwDamagePer,naMoreDamagePer[MONSTER_BODY_TYPE_max],byPeriodicDamage,dwPeriodicTraumaHP,bySkillEffect,dwDirectDmgMin,dwDirectDmgMax,dwDmg[10],dwAtkPowerPer[10],sSkillEffectSelf[6],sSkillEffect[8][10],strScriptName,Description,icon,ParentID,Index,stageicon0,stageicon1,stageicon2,stageicon3
1042,嗜血攻击,1040,3,1,1043,0,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,二段斩（->二段斩击)或要害突刺（->要害突刺)每次攻击命中恢复攻击力10%的生命值。,SwordSlashStrengthenLv2,1001,2,,,,
1043,嗜血攻击,1040,4,1,0,0,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,二段斩（->二段斩击)或要害突刺（->要害突刺)每次攻击命中恢复攻击力12%的生命值。,SwordSlashStrengthenLv2,1001,2,,,,
1044,要害突刺,1044,1,1,1045,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,基本攻击时有6%几率触发要害突刺，额外对前方的敌人造成攻击力100%的伤害。,SwordSlashStrengthenLv3,1001,3,,,,
1045,要害突刺,1044,2,1,1046,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,基本攻击时有9%几率触发要害突刺，额外对前方的敌人造成攻击力100%的伤害。,SwordSlashStrengthenLv3,1001,3,,,,
1046,要害突刺,1044,3,1,1047,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,基本攻击时有12%几率触发要害突刺，额外对前方的敌人造成攻击力100%的伤害。,SwordSlashStrengthenLv3,1001,3,,,,
1047,要害突刺,1044,4,1,0,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,基本攻击时有15%几率触发要害突刺，额外对前方的敌人造成攻击力100%的伤害。,SwordSlashStrengthenLv3,1001,3,,,,
1003,致命冲击,1003,1,0,0,0,0,1,3,0,0,0,100,0,0,0,0,0,4000,4,0,0,0,20,3000,0,0,7,500,0,0,10000,{0，0，0，0},0,0,0,0,0,,{30000},,,,用武器突刺敌人，对前方的敌人造成300%的伤害。,FatalBlow_c,0,2,FatalBlow_c,FatalBlow_c,Whirlwind_c,
1062,旋风冲击,1062,1,1,1063,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击使用后继续点击技能可释放环刺，对前方的敌人造成300%的伤害。,Whirlwind,1003,0,,,,
1063,旋风冲击,1062,2,1,1064,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击和环刺的伤害提高至350%。,Whirlwind,1003,0,,,,
1064,旋风冲击,1062,3,1,1065,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,环刺使用后继续点击技能可发动旋风刺，向前冲出，对路径上的敌人攻击两次，分别造成500%和150%的伤害。,Whirlwind,1003,0,,,,
1065,旋风冲击,1062,4,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击和环刺的伤害提高至400%，旋风刺的两次伤害分别提高至600%和200%。,Whirlwind,1003,0,,,,
1066,胜利一击,1066,1,1,1067,0,0,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复120SP。,VictoryStrike,1003,1,,,,
1067,胜利一击,1066,2,1,1068,0,0,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复140SP。,VictoryStrike,1003,1,,,,
1068,胜利一击,1066,3,1,1069,0,0,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复160SP。,VictoryStrike,1003,1,,,,
1069,胜利一击,1066,4,1,0,0,0,1,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复200SP。,VictoryStrike,1003,1,,,,
1070,致命打击,1070,1,1,1071,0,0,1,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击冷却时间减少1秒。,,1003,2,,,,
1071,致命打击,1070,2,1,1072,0,0,1,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击冷却时间减少2秒。,,1003,2,,,,
1072,致命打击,1070,3,1,1073,0,0,1,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击冷却时间减少3秒。,,1003,2,,,,
1073,致命打击,1070,4,1,0,0,0,1,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,致命冲击冷却时间减少4秒。,,1003,2,,,,
1074,回天气劲,1074,1,1,1075,0,0,1,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复攻击力6%的生命值。,,1003,3,,,,
1075,回天气劲,1074,2,1,1076,0,0,1,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复攻击力9%的生命值。,,1003,3,,,,
1076,回天气劲,1074,3,1,1077,0,0,1,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复攻击力10%的生命值。,,1003,3,,,,
1077,回天气劲,1074,4,1,0,0,0,1,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,旋风刺击中大型或boss敌人时恢复攻击力15%的生命值。,,1003,3,,,,
1004,圆月斩,1004,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,16000,4,0,0,0,20,3000,0,0,1,0,0,0,10000,{0，0，0，0},0,0,0,0,0,,{20000},,,,挥舞武器攻击周围一圈敌人，造成200%的伤害。使用后继续按技能可释放撼地重击，对周围敌人造成200%的伤害，并有20%的概率击晕除Boss以外的敌人。,MoonStrike_c,0,3,MoonStrike_c,Earthshake_c,,
1092,锐利剑气,1092,1,1,1093,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩的冷却时间减少1秒，每击中一个小型敌人恢复10SP。,SharpSword,1004,0,,,,
1093,锐利剑气,1092,2,1,1094,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩的冷却时间减少2秒，每击中一个小型敌人恢复15SP。,SharpSword,1004,0,,,,
1094,锐利剑气,1092,3,1,1095,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩的冷却时间减少3秒，每击中一个小型敌人恢复20SP，每击中一个中型敌人恢复5SP。,SharpSword,1004,0,,,,
1095,锐利剑气,1092,4,1,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩的冷却时间减少4秒，每击中一个小型敌人恢复20SP，每击中一个中型敌人恢复10SP。,SharpSword,1004,0,,,,
1096,勇气呐喊,1096,1,1,1097,0,0,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,10%概率将撼地重击替换为勇气呐喊。对半径10米内的所有敌对目标造成500%的伤害，并且有30%的概率击晕除Boss以外的敌人。,CourageShout,1004,1,,,,
1097,勇气呐喊,1096,2,1,1098,0,0,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,20%概率将撼地重击替换为勇气呐喊。对半径10米内的所有敌对目标造成500%的伤害，并且有40%的概率击晕除Boss以外的敌人，每击中一个小型敌人恢复30SP。,CourageShout,1004,1,,,,
1098,勇气呐喊,1096,3,1,1099,0,0,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,30%概率将撼地重击替换为勇气呐喊。对半径10米内的所有敌对目标造成500%的伤害，并且有50%的概率击晕除Boss以外的敌人，每击中一个小型敌人恢复30SP，每击中一个中型敌人恢复50SP。,CourageShout,1004,1,,,,
1099,勇气呐喊,1096,4,1,0,0,0,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,40%概率将撼地重击替换为勇气呐喊。对半径10米内的所有敌对目标造成500%的伤害，并且有60%的概率击晕除Boss以外的敌人，每击中一个小型敌人恢复30SP，每击中一个中型敌人恢复50SP，每击中一个大型敌人或Boss恢复200SP。,CourageShout,1004,1,,,,
1100,暮月剑风,1100,1,1,1101,0,0,1,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩释放时产生3个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到70%的伤害。,SwordWind,1004,2,,,,
1101,暮月剑风,1100,2,1,1102,0,0,1,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩释放时产生4个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到80%的伤害。,SwordWind,1004,2,,,,
1102,暮月剑风,1100,3,1,1103,0,0,1,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩释放时产生5个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到90%的伤害。,SwordWind,1004,2,,,,
1103,暮月剑风,1100,4,1,0,0,0,1,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,圆月斩释放时产生6个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到100%的伤害。,SwordWind,1004,2,,,,
1104,真空之剑,1104,1,1,1105,0,0,1,10,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,撼地重击击晕敌人的概率提升至25%，勇气呐喊击晕敌人的概率提升至70%。,VacuumSword,1004,3,,,,
1105,真空之剑,1104,2,1,1106,0,0,1,10,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,撼地重击击晕敌人的概率提升至30%，勇气呐喊击晕敌人的概率提升至80%。,VacuumSword,1004,3,,,,
1106,真空之剑,1104,3,1,1107,0,0,1,10,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,撼地重击击晕敌人的概率提升至35%，勇气呐喊击晕敌人的概率提升至90%。,VacuumSword,1004,3,,,,
1107,真空之剑,1104,4,1,0,0,0,1,10,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,撼地重击击晕敌人的概率提升至40%，勇气呐喊击晕敌人的概率提升至100%。,VacuumSword,1004,3,,,,
1005,飓风,1005,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,50000,4,0,0,0,20,3000,0,0,1,0,0,0,10000,{0，0，0，0},0,0,0,0,0,,{36000},,,,高速旋转产生风暴聚拢周围的敌人，随后产生爆炸，造成360%的伤害，使用时处于无敌状态。,Hurricane_c,0,4,Hurricane_c,StormSlash_c,LastFight_c,
1122,暴风斩击,1122,1,1,1123,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,飓风的伤害提高至370%，飓风使用后继续按键可释放暴风斩，对周围敌人造成800%的伤害。,StormSlash,1005,0,,,,
1123,暴风斩击,1122,2,1,1124,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,飓风的伤害提高至380%，飓风使用后继续按键可释放暴风斩，对周围敌人造成850%的伤害。,StormSlash,1005,0,,,,
1124,暴风斩击,1122,3,1,1125,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,飓风的伤害提高至390%，飓风使用后继续按键可释放暴风斩，对周围敌人造成900%的伤害。,StormSlash,1005,0,,,,
1125,暴风斩击,1122,4,1,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,飓风的伤害提高至400%，飓风使用后继续按键可释放暴风斩，对周围敌人造成1000%的伤害。,StormSlash,1005,0,,,,
1126,连锁暴风,1126,1,1,1127,0,0,1,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩时产生3个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到70%的伤害。,StormChain,1005,1,,,,
1127,连锁暴风,1126,2,1,1128,0,0,1,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩时产生4个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到80%的伤害。,StormChain,1005,1,,,,
1128,连锁暴风,1126,3,1,1129,0,0,1,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩时产生5个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到90%的伤害。,StormChain,1005,1,,,,
1129,连锁暴风,1126,4,1,0,0,0,1,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩时产生6个斩切类型的旋风，在移动的过程中被旋风碰到的敌人会受到100%的伤害。,StormChain,1005,1,,,,
1130,最后反击,1130,1,1,1131,0,0,1,15,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩使用后继续按键可释放最后反击，连续攻击4次，前3次造成240%的伤害，最后一次造成500%的伤害，使用时处于无敌状态。,LastFight,1005,2,,,,
1131,最后反击,1130,2,1,1132,0,0,1,15,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩使用后继续按键可释放最后反击，连续攻击4次，前3次造成260%的伤害，最后一次造成600%的伤害，使用时处于无敌状态。,LastFight,1005,2,,,,
1132,最后反击,1130,3,1,1133,0,0,1,15,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩使用后继续按键可释放最后反击，连续攻击4次，前3次造成280%的伤害，最后一次造成700%的伤害，使用时处于无敌状态。,LastFight,1005,2,,,,
1133,最后反击,1130,4,1,0,0,0,1,15,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,暴风斩使用后继续按键可释放最后反击，连续攻击4次，前3次造成300%的伤害，最后一次造成800%的伤害，使用时处于无敌状态。,LastFight,1005,2,,,,
1134,勇猛战士,1134,1,1,1135,0,0,1,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,风暴冷却时间减少5秒,BraveWarrior,1005,3,,,,
1135,勇猛战士,1134,2,1,1136,0,0,1,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,风暴冷却时间减少10秒,BraveWarrior,1005,3,,,,
1136,勇猛战士,1134,3,1,1137,0,0,1,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,风暴冷却时间减少15秒,BraveWarrior,1005,3,,,,
