uid,dwTemplateID,strName,dwClassID,byLevel,byIsPassive,byShape,byDamegePro,byJob,nLearnLevel,dwTotalSkillTreePoint,dwCostSkillPoint,byWeaponFlag,dwCostSP,byIsLead,bypreparetimes,byPeriodicDamage,dwPeriodicTraumaHP,byDamageFrequency,dwCooldown,Buffid,Description,icon,Index,parentid,NextLevel,UnLimited
1049,1001,普攻-黑魔法师凯尔伯勒,1049,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4000,0,,0,1,0,0,0
1050,1001,普攻-昆昆幼虫,1050,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2500,0,,0,1,0,0,0
1051,1001,普攻-铁螳螂,1051,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3500,0,,0,1,0,0,0
1052,1001,普攻-虫巢（召唤小虫子）,1052,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5000,0,,0,1,0,0,0
1053,1001,普攻-毒虫,1053,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1500,0,,0,1,0,0,0
1054,1001,普攻-堕落守护者,1054,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1055,1001,普攻-守护者,1055,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1056,1001,普攻-豺狼人弩箭手（Boss）,1056,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1057,1001,普攻-豺狼人狙击手（Boss）,1057,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1058,1001,普攻-小妖精密探,1058,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1059,1001,普攻-藤蔓花,1059,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1060,1001,普攻-地精炸弹技术者（Boss),1060,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1061,1001,普攻-地精警卫兵（Boss）,1061,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1062,1001,普攻-地精监视兵（Boss）,1062,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1063,1001,普攻-小蜥蜴王,1063,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2500,0,,0,1,0,0,0
1064,1001,普攻-毒幼虫,1064,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1065,1001,普攻-沙基安屠杀者,1065,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1066,1001,普攻-破灭之沙基安,1066,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1067,1001,普攻-昆昆（Boss）,1067,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6000,0,,0,1,0,0,0
1068,1001,普攻-女王沙漠蚂蚁（召唤小虫子）,1068,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1069,1001,普攻-小妖精守门人,1069,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1070,1001,普攻-惩罚之沙基安,1070,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1071,1001,普攻-修拉克,1071,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1072,1001,普攻-守门人雷加斯（Boss）,1072,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1073,1001,普攻-不屈之沙基安,1073,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1074,1001,普攻-沙漠蚂蚁,1074,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1075,1001,普攻-幼虫,1075,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1076,1001,普攻-秃鹰,1076,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1077,1001,普攻-甲壳虫,1077,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1078,1001,普攻-地精监视兵,1078,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1079,1001,普攻-幼虫小恶魔（boss),1079,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1080,1001,普攻-女王拉巴蒂,1080,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4000,0,,0,1,0,0,0
1081,1001,普攻-巨爪巴布（boss）,1081,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2500,0,,0,1,0,0,0
1082,1001,普攻-古代岩蚁,1082,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4000,0,,0,1,0,0,0
1083,1001,普攻-毒爆虫,1083,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1084,1001,普攻-女王沙漠蚂蚁（boss）,1084,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1085,1001,普攻-藤蔓花（boss）,1085,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1086,1001,普攻-小妖精密探（boss）,1086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1087,1001,普攻-铁螳螂（boss）,1087,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3500,0,,0,1,0,0,0
1088,1001,普攻-甲壳虫（boss）,1088,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1089,1001,普攻-小蜥蜴王（boss）,1089,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1090,1001,普攻-近战沙基安（boss）,1090,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1091,1001,普攻-长矛沙基安（boss）,1091,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2000,0,,0,1,0,0,0
1092,1001,普攻-甲虫傀儡,1092,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1093,1001,普攻-昆昆幼虫（boss）,1093,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
1094,1001,普攻-魔法沙基安（boss）,1094,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000,0,,0,1,0,0,0
3001,1002,技能-兽人掠夺者,3001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3002,1002,技能-兽人精灵术士,3002,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3003,1002,技能-岩石巨人,3003,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3004,1002,技能-兽人突击兵,3004,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3005,1002,技能-守门将克列加尔,3005,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3006,1002,技能-守门将贝格尔,3006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3007,1002,技能1-独眼龙托尔波,3007,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3008,1003,技能2-独眼龙托尔波,3008,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3009,1004,技能3-独眼龙托尔波,3009,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3010,1002,技能-刽子手贝克塔鲁,3010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3011,1002,技能-达人塔姆,3011,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3012,1002,技能-学徒阿尔贝托,3012,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3013,1002,技能-狂暴者佐隆,3013,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3014,1002,技能-豺狼人弩箭手,3014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3015,1002,古代岩石巨人(左侧攻击）,3015,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3016,1003,古代岩石巨人(右侧攻击）,3016,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3017,1004,古代岩石巨人(前方长方形）,3017,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3018,1005,古代岩石巨人(前方攻击）,3018,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3019,1006,古代岩石巨人(召唤落石）,3019,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3020,1003,技能-豺狼人弩箭手（消失）,3020,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3021,1002,技能1-独眼龙托尔波,3021,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3022,1003,技能2-独眼龙托尔波,3022,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3023,1004,技能3-独眼龙托尔波,3023,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3024,1002,技能-地精监视兵boss,3024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3025,1004,技能-食人魔勇士,3025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3026,1003,技能-狂暴者佐隆（拉人）,3026,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3027,1002,技能-特林特（拉人）,3027,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3028,1003,技能-特林特（旋风）,3028,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3029,1002,技能-幼虫小恶魔（boss),3029,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3030,1003,技能2-岩石巨人,3030,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3031,1004,技能3-岩石巨人,3031,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3032,1003,技能-兽人突击兵（击飞）,3032,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3033,1003,技能-食人魔勇士（击晕）,3033,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3034,1003,技能-地精精锐兵boss（多重）,3034,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3035,1005,技能1-独眼龙旋风斩（狂暴）,3035,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3036,1006,技能2-独眼龙击退（狂暴）,3036,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3037,1002,黑魔法师(前方长方形）,3037,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3038,1003,黑魔法师（召唤陷阱）,3038,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3039,1004,黑魔法师（消失）,3039,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3040,1005,黑魔法师（狂暴召唤陷阱）,3040,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3041,1006,黑魔法师（360度）,3041,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3042,1003,技能-豺狼人弩箭手（消失）,3042,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3043,1004,深渊-狂暴者佐隆（秒杀）,3043,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3044,1003,深渊-特林特（秒杀）,3044,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3045,1007,深渊-古代岩石巨人（秒杀）,3045,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3046,1004,深渊-狂暴者佐隆（秒杀）,3046,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3047,1002,技能-甲壳虫(boss)翅膀扇动,3047,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3048,1002,技能-铁螳螂怪（boss）,3048,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3049,1002,技能-小妖精密探（boss）,3049,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3050,1002,技能-藤蔓花（boss）,3050,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3052,1002,技能-女王蚂蚁（boss）,3052,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3053,1002,技能-小蜥蜴王（boss）,3053,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3054,1002,技能-近战沙基安（boss）,3054,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3055,1002,技能-长矛沙基安（boss）,3055,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3056,1003,技能-小妖精密探360（boss）,3056,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3057,1002,技能-昆昆幼虫（boss）,3057,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3058,1003,技能-藤蔓花近战（boss）,3058,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3059,1002,技能-巨爪巴布红弹,3059,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3060,1003,技能-巨爪巴布绿弹,3060,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3061,1002,技能-甲虫傀儡,3061,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3062,1002,技能-毒爆虫（爆炸）,3062,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3063,1002,技能-堕落守护者,3063,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3064,1002,技能-拉巴蒂愤怒,3064,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3065,1003,技能-拉巴蒂蛇头连击,3065,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3066,1004,技能-拉巴蒂尾击,3066,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3067,1005,技能-拉巴蒂蛇头轰击,3067,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3068,1006,技能-拉巴蒂超级连招,3068,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3069,1007,技能-拉巴蒂毒雾,3069,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3070,1003,技能-近战沙基安招陷阱,3070,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3071,1003,技能-长矛沙基安招陷阱,3071,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3072,1003,技能-魔法沙基安招陷阱,3072,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3073,1002,技能-昆昆沉地,3073,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3074,1003,技能-昆昆出现,3074,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3075,1004,技能-昆昆右砸地,3075,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3076,1005,技能-昆昆尾巴穿刺,3076,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3077,1008,技能-拉巴蒂1,3077,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3078,1009,技能-拉巴蒂2,3078,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3079,1006,技能-昆昆1,3079,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3080,1007,技能-昆昆2,3080,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
3081,1003,毒虫表现,3081,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0
5001,1001,矮人狂战士普攻,5001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,矮人狂战士大力挥舞巨斧，对正面小范围区域内的多个目标造成物理伤害。,SwordSlash_a,1,0,0,0
5002,1001,蝶仙儿普攻,5002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,小花仙煽动翅膀，向前方发出一道旋风，对旋风经过路径上的所有敌人造成雷电伤害。,SwordSlash_a,1,0,0,0
5003,1001,小艾丽娅普攻,5003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,小艾丽娅向前方发射一枚冰霜魔法弹，对命中的目标造成冰霜伤害。,SwordSlash_a,1,0,0,0
5004,1001,酒桶普攻,5004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,酒桶朝前方扔出手中的酒杯，暴裂的酒杯会对目标范围内的所有敌人造成冰霜伤害。,SwordSlash_a,1,0,0,0
5005,1001,圣光主祭普攻,5005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,白长老朝前方释放一枚雷光弹，对命中的敌人造成雷电伤害。,SwordSlash_a,1,0,0,0
5006,1001,流浪武士普攻,5006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,朝前方发射一枚气功弹，对被气功弹击中的敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5007,1001,矮人射手普攻,5007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,矮人朝前方射出多枚火箭，对前方扇形区域内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5008,1001,圣火妖姬普攻,5008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,圣火妖姬朝前方区域喷射火焰，对前方扇形范围内的所有敌人造成火焰伤害。,SwordSlash_a,1,0,0,0
5009,1001,狮心勇士普攻,5009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,狮心勇士挥舞着砂锅大的拳头朝敌人猛击，对前方小范围内的敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5010,1001,流浪法师普攻,5010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,朝前方发射一个闪电球，闪电球将会对所有触碰到它的敌人造成雷电伤害。,SwordSlash_a,1,0,0,0
5011,1001,黑狮撒满普攻,5011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,发射一枚闪电球，闪电球命中敌人后将对其造成雷电伤害，并少量回复自身生命值。,SwordSlash_a,1,0,0,0
5012,1001,玄冰法师普攻,5012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,向前方发射一枚玄冰球，对所有触碰到玄冰球的敌人造成冰霜伤害，并使其减速15%。,SwordSlash_a,1,0,0,0
5013,1001,绿衣普攻,5013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,绿衣朝前方释放一枚毒球，毒球在击中敌人后将会对其造成毒素伤害。,SwordSlash_a,1,0,0,0
