ID,ShowName,BattleID,Description
12012,埃尔库斯森林,2,从佐隆身上搜到的传令球发现暗之末裔决定启用埋伏于埃尔库斯森林的隐藏力量。为了一探虚实，队长卡特莉娜请你森林前去探查一番！
12013,埃尔库斯森林,2,从佐隆身上搜到的传令球发现暗之末裔决定启用埋伏于埃尔库斯森林的隐藏力量。为了一探虚实，队长卡特莉娜请你森林前去探查一番！
12021,暴躁的东部山丘,2,森林貌似发生了一些特殊的事情，所有的动物都变得狂躁了起来。从森林神埃尔库斯口中听说东部丘陵上有黑暗势力的踪迹，请你赶紧前往调查吧！
12022,暴躁的东部山丘,2,森林貌似发生了一些特殊的事情，所有的动物都变得狂躁了起来。从森林神埃尔库斯口中听说东部丘陵上有黑暗势力的踪迹，请你赶紧前往调查吧！
12023,暴躁的东部山丘,2,森林貌似发生了一些特殊的事情，所有的动物都变得狂躁了起来。从森林神埃尔库斯口中听说东部丘陵上有黑暗势力的踪迹，请你赶紧前往调查吧！
12031,解救西北部山丘,2,从黑暗势力使用魔法阵的情况来看，他们的目标也许是这块土地上的古代生灵，种种迹象表明西北部丘陵也有同样的威胁，请你前去帮忙驱赶黑暗势力吧！
12032,解救西北部山丘,2,从黑暗势力使用魔法阵的情况来看，他们的目标也许是这块土地上的古代生灵，种种迹象表明西北部丘陵也有同样的威胁，请你前去帮忙驱赶黑暗势力吧！
12033,解救西北部山丘,2,从黑暗势力使用魔法阵的情况来看，他们的目标也许是这块土地上的古代生灵，种种迹象表明西北部丘陵也有同样的威胁，请你前去帮忙驱赶黑暗势力吧！
12041,探秘岩石精灵洞窟,2,埃尔库斯猜得没错，暗之末裔使用的是黑暗精灵术，它能使自然中的精灵堕落并甘于被暗之末裔所驱使。没时间了！赶紧去岩石精灵洞穴阻止他们吧！
12042,探秘岩石精灵洞窟,2,埃尔库斯猜得没错，暗之末裔使用的是黑暗精灵术，它能使自然中的精灵堕落并甘于被暗之末裔所驱使。没时间了！赶紧去岩石精灵洞穴阻止他们吧！
12043,探秘岩石精灵洞窟,2,埃尔库斯猜得没错，暗之末裔使用的是黑暗精灵术，它能使自然中的精灵堕落并甘于被暗之末裔所驱使。没时间了！赶紧去岩石精灵洞穴阻止他们吧！
12051,深入洞窟二层,2,第一层已经被暗之后裔所控制，赶紧继续往下探查吧，第二层的岩石精灵已经开始狂暴，这些岩石精灵都处于不可控制的状态！请你千万小心！
12052,深入洞窟二层,2,第一层已经被暗之后裔所控制，赶紧继续往下探查吧，第二层的岩石精灵已经开始狂暴，这些岩石精灵都处于不可控制的状态！请你千万小心！
12053,深入洞窟二层,2,第一层已经被暗之后裔所控制，赶紧继续往下探查吧，第二层的岩石精灵已经开始狂暴，这些岩石精灵都处于不可控制的状态！请你千万小心！
12061,古代岩石巨人,2,凯尔伯勒的阴谋是真的。那个危险的古代岩石巨人已经被唤醒，现在已经没有任何退路，只能将岩石巨人击败才能拯救这片森林！
12062,古代岩石巨人,2,凯尔伯勒的阴谋是真的。那个危险的古代岩石巨人已经被唤醒，现在已经没有任何退路，只能将岩石巨人击败才能拯救这片森林！
12063,古代岩石巨人,2,凯尔伯勒的阴谋是真的。那个危险的古代岩石巨人已经被唤醒，现在已经没有任何退路，只能将岩石巨人击败才能拯救这片森林！
13011,燃烧的山丘,3,背后的威胁已经解除，现在是到了收回鲁宾特城的时候了！不要让他们小瞧了我们的队伍！兽人的攻势很凶猛，队长卡特莉娜派你去看看是否能有所帮助。
13012,燃烧的山丘,3,背后的威胁已经解除，现在是到了收回鲁宾特城的时候了！不要让他们小瞧了我们的队伍！兽人的攻势很凶猛，队长卡特莉娜派你去看看是否能有所帮助。
13013,燃烧的山丘,3,背后的威胁已经解除，现在是到了收回鲁宾特城的时候了！不要让他们小瞧了我们的队伍！兽人的攻势很凶猛，队长卡特莉娜派你去看看是否能有所帮助。
13021,外城封锁线,3,侦察兵告诉你地精在城门前设置了投石机，阻止了军队的突进，外城封锁线危机四伏，你自告奋勇加入前线部队，突破外城封锁线在此一举！
13022,外城封锁线,3,侦察兵告诉你地精在城门前设置了投石机，阻止了军队的突进，外城封锁线危机四伏，你自告奋勇加入前线部队，突破外城封锁线在此一举！
13023,外城封锁线,3,侦察兵告诉你地精在城门前设置了投石机，阻止了军队的突进，外城封锁线危机四伏，你自告奋勇加入前线部队，突破外城封锁线在此一举！
13031,潜入外城一层,3,主力部队马上会向城门方向发起突击，在主队攻占外城之前，请你去开辟通往主城的通道！首先打开位于一层的开关，它由守门将克列加尔看守，当心他的斧头。
13032,潜入外城一层,3,主力部队马上会向城门方向发起突击，在主队攻占外城之前，请你去开辟通往主城的通道！首先打开位于一层的开关，它由守门将克列加尔看守，当心他的斧头。
13033,潜入外城一层,3,主力部队马上会向城门方向发起突击，在主队攻占外城之前，请你去开辟通往主城的通道！首先打开位于一层的开关，它由守门将克列加尔看守，当心他的斧头。
13041,外城二层西侧,3,干得漂亮！接下来请去打开位于2层西侧的开关，它由守门将贝格尔看守，据说他的长枪舞得滴水不漏。需要万分小心才能全身而退！
13042,外城二层西侧,3,干得漂亮！接下来请去打开位于2层西侧的开关，它由守门将贝格尔看守，据说他的长枪舞得滴水不漏。需要万分小心才能全身而退！
13043,外城二层西侧,3,干得漂亮！接下来请去打开位于2层西侧的开关，它由守门将贝格尔看守，据说他的长枪舞得滴水不漏。需要万分小心才能全身而退！
13051,外城二层东侧,3,漂亮的身手！接下来请去打开位于2层东侧的开关，它由守门将卡斯帕看守，他的弩箭可不长眼睛！迈开你的步子跑起来！可千万不能倒下了！
13052,外城二层东侧,3,漂亮的身手！接下来请去打开位于2层东侧的开关，它由守门将卡斯帕看守，他的弩箭可不长眼睛！迈开你的步子跑起来！可千万不能倒下了！
13053,外城二层东侧,3,漂亮的身手！接下来请去打开位于2层东侧的开关，它由守门将卡斯帕看守，他的弩箭可不长眼睛！迈开你的步子跑起来！可千万不能倒下了！
13061,独眼龙托儿波,3,所有开关均已开启，但通往主城的道路上镇守的是独眼龙托尔波！只有击败他，大军才能继续前进！别小看那一只眼睛了，小看它的人全都已经不在了！
13062,独眼龙托儿波,3,所有开关均已开启，但通往主城的道路上镇守的是独眼龙托尔波！只有击败他，大军才能继续前进！别小看那一只眼睛了，小看它的人全都已经不在了！
13063,独眼龙托儿波,3,所有开关均已开启，但通往主城的道路上镇守的是独眼龙托尔波！只有击败他，大军才能继续前进！别小看那一只眼睛了，小看它的人全都已经不在了！
14011,燃烧的城堡一层,4,城门已经开启，镇守着主城的是暗之末裔最精锐的部队，主城一共有六层，前面五层由凯尔伯勒的5大队长守护着，1层的守护者是百发百中的赛波，请你前往消灭它！
14012,燃烧的城堡一层,4,城门已经开启，镇守着主城的是暗之末裔最精锐的部队，主城一共有六层，前面五层由凯尔伯勒的5大队长守护着，1层的守护者是百发百中的赛波，请你前往消灭它！
14013,燃烧的城堡一层,4,城门已经开启，镇守着主城的是暗之末裔最精锐的部队，主城一共有六层，前面五层由凯尔伯勒的5大队长守护着，1层的守护者是百发百中的赛波，请你前往消灭它！
14021,燃烧的城堡二层,4,守卫二层的是刽子手贝克塔鲁，它是兽人，力大无双，那斧子下砍倒了不少英雄！那可真是兽人中精锐，希望你能英勇杀敌，平安归来！
14022,燃烧的城堡二层,4,守卫二层的是刽子手贝克塔鲁，它是兽人，力大无双，那斧子下砍倒了不少英雄！那可真是兽人中精锐，希望你能英勇杀敌，平安归来！
14023,燃烧的城堡二层,4,守卫二层的是刽子手贝克塔鲁，它是兽人，力大无双，那斧子下砍倒了不少英雄！那可真是兽人中精锐，希望你能英勇杀敌，平安归来！
14031,燃烧的城堡三层,4,三层的守护者是达人塔姆，他也是长枪好手！你以为击败了贝格尔就安全无虞？不不不……贝格尔在达人塔姆可什么都不是呢！
14032,燃烧的城堡三层,4,三层的守护者是达人塔姆，他也是长枪好手！你以为击败了贝格尔就安全无虞？不不不……贝格尔在达人塔姆可什么都不是呢！
14033,燃烧的城堡三层,4,三层的守护者是达人塔姆，他也是长枪好手！你以为击败了贝格尔就安全无虞？不不不……贝格尔在达人塔姆可什么都不是呢！
14041,燃烧的城堡四层,4,四层的守护者是屠杀者隆多，兽人本就力大无穷，别提它使得滴水不漏的两把大斧子了！跑起来！才可以从那恐怖的斧子下绝处逢生！
14042,燃烧的城堡四层,4,四层的守护者是屠杀者隆多，兽人本就力大无穷，别提它使得滴水不漏的两把大斧子了！跑起来！才可以从那恐怖的斧子下绝处逢生！
14043,燃烧的城堡四层,4,四层的守护者是屠杀者隆多，兽人本就力大无穷，别提它使得滴水不漏的两把大斧子了！跑起来！才可以从那恐怖的斧子下绝处逢生！
14051,燃烧的城堡五层,4,五层的守护者是学徒阿尔贝托，可别以为学徒就轻视了它！它可是兽人魔导师中的佼佼者，黑魔法师凯尔伯勒最后一位精锐队长！就看你的了！
14052,燃烧的城堡五层,4,五层的守护者是学徒阿尔贝托，可别以为学徒就轻视了它！它可是兽人魔导师中的佼佼者，黑魔法师凯尔伯勒最后一位精锐队长！就看你的了！
14053,燃烧的城堡五层,4,五层的守护者是学徒阿尔贝托，可别以为学徒就轻视了它！它可是兽人魔导师中的佼佼者，黑魔法师凯尔伯勒最后一位精锐队长！就看你的了！
14061,黑魔法师凯尔伯勒,4,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特城，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
14062,黑魔法师凯尔伯勒,4,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特城，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
14063,黑魔法师凯尔伯勒,4,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特城，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
21011,巴尔托勒族人,5,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
21012,巴尔托勒族人,5,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
21013,巴尔托勒族人,5,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
21021,探索灵魂沙漠,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21022,探索灵魂沙漠,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21023,探索灵魂沙漠,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21031,荆棘巢穴一层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21032,荆棘巢穴一层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21033,荆棘巢穴一层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21041,荆棘巢穴二层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21042,荆棘巢穴二层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21043,荆棘巢穴二层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21051,荆棘巢穴三层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21052,荆棘巢穴三层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21053,荆棘巢穴三层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21061,荆棘巢穴四层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21062,荆棘巢穴四层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
21063,荆棘巢穴四层,5,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22011,灵魂沙漠南部,6,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
22012,灵魂沙漠南部,6,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
22013,灵魂沙漠南部,6,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
22021,深入灵魂沙漠,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22022,深入灵魂沙漠,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22023,深入灵魂沙漠,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22031,荆棘孵化区域一层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22032,荆棘孵化区域一层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22033,荆棘孵化区域一层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22041,荆棘孵化区域二层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22042,荆棘孵化区域二层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22043,荆棘孵化区域二层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22051,荆棘孵化区域三层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22052,荆棘孵化区域三层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22053,荆棘孵化区域三层,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22061,昆昆的巢穴,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22062,昆昆的巢穴,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
22063,昆昆的巢穴,6,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23011,光之祠堂,7,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
23012,光之祠堂,7,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
23013,光之祠堂,7,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
23021,暗之祠堂,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23022,暗之祠堂,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23023,暗之祠堂,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23031,时间之祠堂,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23032,时间之祠堂,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23033,时间之祠堂,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23041,地下墓地一层,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23042,地下墓地一层,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23043,地下墓地一层,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23051,地下墓地二层,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23052,地下墓地二层,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23053,地下墓地二层,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23061,守门人雷加斯,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23062,守门人雷加斯,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
23063,守门人雷加斯,7,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24011,墓地警备区一层,8,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
24012,墓地警备区一层,8,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
24013,墓地警备区一层,8,兽人的失败已经不可避免，鲁宾特城的安危就在此一战了！为了整个鲁宾特称，为了光明！勇士，请你消灭黑魔法凯尔伯勒！收复鲁宾特城！
24021,墓地警备区二层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24022,墓地警备区二层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24023,墓地警备区二层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24031,墓地警备区三层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24032,墓地警备区三层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24033,墓地警备区三层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24041,墓地警备区四层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24042,墓地警备区四层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24043,墓地警备区四层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24051,墓地警备区五层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24052,墓地警备区五层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24053,墓地警备区五层,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24061,沙基安女王拉巴蒂,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24062,沙基安女王拉巴蒂,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
24063,沙基安女王拉巴蒂,8,莎伦告诉你巴尔托勒许多族人和神树都生病了，只有大祭司才可能知道治愈的办法。但是他去了灵魂沙漠南部，你决定去灵魂沙漠寻找大祭司的踪迹。
100101,狂暴者佐隆,100,我要把你撕成碎片！
100102,古代岩石巨人,102,我是谁？我怎么在这里？
100201,特林特,101,你不该来到这里！
100301,守门将克列加尔,103,此路是我开！你过不去的！
100401,独眼龙托尔波,104,让黑暗统治世界吧！
100501,堕落军营地,104,战魂试炼活动地图
