effectID,byEffectType,byEffectExplain,dwOperationID,dwOperationData,dwOperationData1,dwPeriodicData,dwEXData,职业,备注
207,9,10,0,0,3,1,116,游侠,弩箭射击发出的弩箭数增多
216,8,17,0,0,5000,1,20,法师,冰刺对boss敌人的伤害提高
217,8,17,0,0,10000,1,20,法师,冰刺对boss敌人的伤害提高
218,8,17,0,0,15000,1,20,法师,冰刺对boss敌人的伤害提高
219,8,17,0,0,20000,1,20,法师,冰刺对boss敌人的伤害提高
220,9,6,2,0,250,1,115,法师,雷电术附加感电效果
221,9,6,2,0,500,1,115,法师,雷电术附加感电效果
222,9,6,2,0,750,1,115,法师,雷电术附加感电效果
223,9,6,2,0,1000,1,115,法师,雷电术附加感电效果
224,8,6,0,0,1,1,22,法师,雷电术能够命中的目标增加1个
225,8,6,0,0,2,1,22,法师,雷电术能够命中的目标增加2个
226,8,6,0,0,3,1,22,法师,雷电术能够命中的目标增加3个
227,8,6,0,0,4,1,22,法师,雷电术能够命中的目标增加4个
228,9,6,2,0,10000,1,113,法师,雷电术命中敌人后恢复1%最大Hp的生命值
229,9,9,2,0,200,1,113,法师,雷电术命中敌人后恢复2%最大Hp的生命值
230,9,9,2,0,300,1,113,法师,雷电术命中敌人后恢复3%最大Hp的生命值
231,9,9,2,0,400,1,113,法师,雷电术命中敌人后恢复4%最大Hp的生命值
232,9,9,0,0,5,1,120,法师,火球术命中后恢复的sp提高
233,9,9,0,0,10,1,120,法师,火球术命中后恢复的sp提高
234,9,9,0,0,15,1,120,法师,火球术命中后恢复的sp提高
235,9,9,0,0,20,1,120,法师,火球术命中后恢复的sp提高
236,9,6,2,0,250,1,118,法师,火球术放置燃烧地带
237,9,6,2,0,500,1,118,法师,火球术放置燃烧地带
238,9,6,2,0,750,1,118,法师,火球术放置燃烧地带
239,9,6,2,0,1000,1,118,法师,火球术放置燃烧地带
240,9,6,2,0,1000,1,163,法师,火球有一定几率发射追踪火球
241,9,6,2,0,1500,1,163,法师,火球有一定几率发射追踪火球
242,1,0,20,20,1,0,1,法师,开启冰刺
243,9,6,2,0,2000,1,163,法师,火球有一定几率发射追踪火球
244,10,17,0,0,500,1,5,法师,火球术对boss敌人的伤害提高
245,10,17,0,0,1000,1,5,法师,火球术对boss敌人的伤害提高
246,10,17,0,0,1500,1,5,法师,火球术对boss敌人的伤害提高
247,10,17,0,0,2000,1,5,法师,火球术对boss敌人的伤害提高
248,9,6,2,0,10000,1,122,战士,修改圆月斩产生旋风的概率
249,9,10,2,0,4,1,122,战士,修改圆月斩产生旋风的个数
250,9,10,2,0,5,1,122,战士,修改圆月斩产生旋风的个数
251,9,10,2,0,6,1,122,战士,修改圆月斩产生旋风的个数
252,9,6,2,0,10000,1,123,战士,修改暴风斩产生旋风的概率
253,9,10,2,0,4,1,123,战士,修改暴风斩产生旋风的个数
254,9,10,2,0,5,1,123,战士,修改暴风斩产生旋风的个数
255,9,10,2,0,6,1,123,战士,修改暴风斩产生旋风的个数
256,9,6,2,0,10000,1,176,游侠,弩箭射击命中大型或Boss敌人恢复SP
257,9,9,0,0,5,1,176,游侠,弩箭射击命中大型或Boss敌人恢复的SP提高
258,9,9,0,0,10,1,176,游侠,弩箭射击命中大型或Boss敌人恢复的SP提高
259,9,9,0,0,15,1,176,游侠,弩箭射击命中大型或Boss敌人恢复的SP提高
260,10,13,0,0,250,1,8,游侠,弩箭射击的伤害提高2.5%
261,10,13,0,0,500,1,8,游侠,弩箭射击的伤害提高5%
262,10,13,0,0,750,1,8,游侠,弩箭射击的伤害提高7.5%
263,10,13,0,0,1000,1,8,游侠,弩箭射击的伤害提高10%
264,10,13,0,0,250,1,18,游侠,贯穿箭的伤害提高2.5%
265,10,13,0,0,500,1,18,游侠,贯穿箭的伤害提高5%
266,10,13,0,0,750,1,18,游侠,贯穿箭的伤害提高7.5%
267,10,13,0,0,1000,1,18,游侠,贯穿箭的伤害提高10%
268,10,13,0,0,2000,1,11,游侠,穿透箭造成的伤害提高20%
269,10,13,0,0,4000,1,11,游侠,穿透箭造成的伤害提高40%
271,9,6,2,0,2500,1,163,法师,火球有一定几率发射追踪火球
270,10,13,0,0,6000,1,11,游侠,穿透箭造成的伤害提高60%
272,9,6,2,0,10000,1,134,游侠,前冲跳跃附加攻速提高效果
273,9,9,2,0,1028,1,134,游侠,前冲跳跃附加攻速提高效果
274,9,9,2,0,1029,1,134,游侠,前冲跳跃附加攻速提高效果
275,9,9,2,0,1030,1,134,游侠,前冲跳跃附加攻速提高效果
276,9,6,2,0,10000,1,135,游侠,前冲跳跃附加移速提高效果
277,9,9,2,0,1032,1,135,游侠,前冲跳跃附加移速提高效果
278,9,9,2,0,1033,1,135,游侠,前冲跳跃附加移速提高效果
279,9,9,2,0,1034,1,135,游侠,前冲跳跃附加移速提高效果
280,9,6,2,0,10000,1,136,游侠,前冲跳跃附加闪避率提高效果
281,9,9,2,0,1083,1,136,游侠,前冲跳跃附加闪避率提高效果
282,9,9,2,0,1084,1,136,游侠,前冲跳跃附加闪避率提高效果
283,9,9,2,0,1085,1,136,游侠,前冲跳跃附加闪避率提高效果
285,8,0,1,0,10,1,24,游侠,前冲跳跃的SP消耗下降
286,8,0,1,0,20,1,24,游侠,前冲跳跃的SP消耗下降
287,8,0,1,0,30,1,24,游侠,前冲跳跃的SP消耗下降
288,8,0,1,0,40,1,24,游侠,前冲跳跃的SP消耗下降
289,1,0,20,47,1,0,1,游侠,开启穿透箭
290,10,13,0,0,2000,1,9,游侠,齐射造成的伤害提高20%
291,10,13,0,0,4000,1,9,游侠,齐射造成的伤害提高40%
292,10,13,0,0,6000,1,9,游侠,齐射造成的伤害提高60%
293,9,10,0,0,1,1,126,游侠,齐射的飞行物数量增加1个
294,9,10,0,0,2,1,126,游侠,齐射的飞行物数量增加2个
295,9,10,0,0,3,1,126,游侠,齐射的飞行物数量增加3个
296,9,10,0,0,4,1,126,游侠,齐射的飞行物数量增加4个
297,9,6,2,0,10000,1,179,游侠,穿透箭附加破甲效果
298,9,9,2,0,1087,1,179,游侠,穿透箭附加破甲效果
299,9,9,2,0,1088,1,179,游侠,穿透箭附加破甲效果
300,9,9,2,0,1089,1,179,游侠,穿透箭附加破甲效果
305,8,0,1,0,50,1,26,游侠,移动射击的SP消耗下降
306,8,0,1,0,100,1,26,游侠,移动射击的SP消耗下降
307,8,0,1,0,150,1,26,游侠,移动射击的SP消耗下降
308,8,0,1,0,200,1,26,游侠,移动射击的SP消耗下降
309,9,6,2,0,10000,1,161,游侠,移动射击后暴击率提高5%
310,9,9,2,0,1091,1,161,游侠,移动射击后暴击率提高10%
311,9,9,2,0,1092,1,161,游侠,移动射击后暴击率提高15%
312,9,9,2,0,1093,1,161,游侠,移动射击后暴击率提高20%
313,9,6,2,0,10000,1,137,游侠,移动射击附加束缚效果
314,9,9,2,0,1036,1,137,游侠,移动射击附加束缚效果
315,9,9,2,0,1037,1,137,游侠,移动射击附加束缚效果
316,9,9,2,0,1038,1,137,游侠,移动射击附加束缚效果
317,8,13,0,0,2000,1,27,游侠,箭雨造成的伤害提高20%
318,8,13,0,0,4000,1,27,游侠,箭雨造成的伤害提高40%
319,8,13,0,0,6000,1,27,游侠,箭雨造成的伤害提高60%
320,10,13,0,0,2000,1,13,游侠,暴风箭雨造成的伤害提高20%
321,10,13,0,0,4000,1,13,游侠,暴风箭雨造成的伤害提高40%
322,10,13,0,0,6000,1,13,游侠,暴风箭雨造成的伤害提高60%
323,9,6,2,0,2500,1,138,游侠,箭雨有25%的概率击昏非boss敌人
324,9,6,2,0,5000,1,138,游侠,箭雨有50%的概率击昏非boss敌人
325,9,6,2,0,7500,1,138,游侠,箭雨有75%的概率击昏非boss敌人
326,9,6,2,0,10000,1,138,游侠,箭雨有100%的概率击昏非boss敌人
339,7,0,1,0,5000,1,100507,游侠,箭雨的冷却时间下降
340,7,0,1,0,10000,1,100507,游侠,箭雨的冷却时间下降
341,7,0,1,0,15000,1,100507,游侠,箭雨的冷却时间下降
342,7,0,1,0,20000,1,100507,游侠,箭雨的冷却时间下降
349,9,6,2,0,10000,1,180,游侠,箭雨命中boss时附加伤害提高效果
350,9,9,2,0,1095,1,180,游侠,箭雨命中boss时附加伤害提高效果
351,9,9,2,0,1096,1,180,游侠,箭雨命中boss时附加伤害提高效果
352,9,9,2,0,1097,1,180,游侠,箭雨命中boss时附加伤害提高效果
356,9,6,2,0,500,1,162,牧师,修改牧师基础攻击回复sp的数量
357,9,6,2,0,1000,1,162,牧师,修改牧师基础攻击回复sp的数量
358,9,6,2,0,1500,1,162,牧师,修改牧师基础攻击回复sp的数量
359,9,6,2,0,2000,1,162,牧师,修改牧师基础攻击回复sp的数量
360,9,6,2,0,2500,1,143,牧师,修改触发刻印的概率
361,9,6,2,0,2500,1,144,牧师,修改触发刻印的概率
363,9,6,2,0,5000,1,143,牧师,修改触发刻印的概率
364,9,6,2,0,5000,1,144,牧师,修改触发刻印的概率
366,9,6,2,0,7500,1,143,牧师,修改触发刻印的概率
367,9,6,2,0,7500,1,144,牧师,修改触发刻印的概率
369,9,6,2,0,10000,1,143,牧师,修改触发刻印的概率
370,9,6,2,0,10000,1,144,牧师,修改触发刻印的概率
372,9,6,2,0,10000,1,147,牧师,紧急回避附加防御效果
373,9,9,2,0,1046,1,147,牧师,紧急回避附加防御效果
374,9,9,2,0,1047,1,147,牧师,紧急回避附加防御效果
375,9,9,2,0,1048,1,147,牧师,紧急回避附加防御效果
376,9,6,2,0,10000,1,148,牧师,紧急回避附加防御效果
377,9,9,2,0,1050,1,148,牧师,紧急回避附加防御效果
378,9,9,2,0,1051,1,148,牧师,紧急回避附加防御效果
379,9,9,2,0,1052,1,148,牧师,紧急回避附加防御效果
380,9,6,2,0,2500,1,149,牧师,修改触发刻印的概率
381,9,6,2,0,5000,1,149,牧师,修改触发刻印的概率
382,9,6,2,0,7500,1,149,牧师,修改触发刻印的概率
383,9,6,2,0,10000,1,149,牧师,修改触发刻印的概率
384,8,0,1,0,10,1,34,牧师,紧急回避的SP消耗下降
385,8,0,1,0,20,1,34,牧师,紧急回避的SP消耗下降
386,8,0,1,0,30,1,34,牧师,紧急回避的SP消耗下降
387,8,0,1,0,40,1,34,牧师,紧急回避的SP消耗下降
388,9,6,2,0,2500,1,141,牧师,修改紧急回避附加刻印的概率
389,9,6,2,0,5000,1,141,牧师,修改紧急回避附加刻印的概率
390,9,6,2,0,7500,1,141,牧师,修改紧急回避附加刻印的概率
391,9,6,2,0,10000,1,141,牧师,修改紧急回避附加刻印的概率
392,9,6,2,0,10000,1,171,牧师,审判可为友方目标恢复生命
393,9,6,2,0,1000,1,150,牧师,修改审判附加睡眠的概率
394,9,6,2,0,2000,1,150,牧师,修改审判附加睡眠的概率
395,9,6,2,0,3000,1,150,牧师,修改审判附加睡眠的概率
396,9,6,2,0,4000,1,150,牧师,修改审判附加睡眠的概率
397,8,6,0,0,1,1,35,牧师,审判能影响的目标数量增加1个
398,8,6,0,0,2,1,35,牧师,审判能影响的目标数量增加2个
399,8,6,0,0,3,1,35,牧师,审判能影响的目标数量增加3个
400,8,6,0,0,5,1,35,牧师,审判能影响的目标数量增加5个
401,9,6,2,0,2500,1,151,牧师,修改回旋连击最后一击对非Boss怪造成昏迷的概率
402,9,6,2,0,5000,1,151,牧师,修改回旋连击最后一击对非Boss怪造成昏迷的概率
403,9,6,2,0,7500,1,151,牧师,修改回旋连击最后一击对非Boss怪造成昏迷的概率
404,9,6,2,0,10000,1,151,牧师,修改回旋连击最后一击对非Boss怪造成昏迷的概率
405,9,6,2,0,1000,1,152,牧师,修改回旋连击最后一击对Boss怪造成昏迷的概率
406,9,6,2,0,2000,1,152,牧师,修改回旋连击最后一击对Boss怪造成昏迷的概率
407,9,6,2,0,3000,1,152,牧师,修改回旋连击最后一击对Boss怪造成昏迷的概率
408,9,6,2,0,4000,1,152,牧师,修改回旋连击最后一击对Boss怪造成昏迷的概率
409,8,4,0,0,250,1,36,牧师,回旋连击的暴击率提高2.5%
410,8,4,0,0,500,1,36,牧师,回旋连击的暴击率提高5%
411,8,4,0,0,750,1,36,牧师,回旋连击的暴击率提高7.5%
412,8,4,0,0,1000,1,36,牧师,回旋连击的暴击率提高10%
413,8,4,0,0,250,1,37,牧师,回旋连击的暴击率提高2.5%
414,8,4,0,0,500,1,37,牧师,回旋连击的暴击率提高5%
415,8,4,0,0,750,1,37,牧师,回旋连击的暴击率提高7.5%
416,8,4,0,0,1000,1,37,牧师,回旋连击的暴击率提高10%
417,8,4,0,0,250,1,38,牧师,回旋连击的暴击率提高2.5%
418,8,4,0,0,500,1,38,牧师,回旋连击的暴击率提高5%
419,8,4,0,0,750,1,38,牧师,回旋连击的暴击率提高7.5%
420,8,4,0,0,1000,1,38,牧师,回旋连击的暴击率提高10%
433,8,13,0,0,1250,1,37,牧师,回旋连击第二击造成的伤害提高12.5%
434,8,13,0,0,2500,1,37,牧师,回旋连击第二击造成的伤害提高25%
435,8,13,0,0,3750,1,37,牧师,回旋连击第二击造成的伤害提高37.5%
436,8,13,0,0,5000,1,37,牧师,回旋连击第二击造成的伤害提高50%
437,8,13,0,0,5000,1,38,牧师,回旋连击第三击造成的伤害提高25%
438,8,13,0,0,10000,1,38,牧师,回旋连击第三击造成的伤害提高50%
439,8,13,0,0,15000,1,38,牧师,回旋连击第三击造成的伤害提高75%
440,8,13,0,0,20000,1,38,牧师,回旋连击第三击造成的伤害提高100%
441,9,9,2,0,1055,1,153,牧师,神圣破袭附加的防御下降效果提高
442,9,9,2,0,1056,1,153,牧师,神圣破袭附加的防御下降效果提高
443,9,9,2,0,1057,1,153,牧师,神圣破袭附加的防御下降效果提高
444,9,9,2,0,1058,1,153,牧师,神圣破袭附加的防御下降效果提高
445,9,6,2,0,2500,1,154,牧师,修改神圣破袭附加睡眠的概率
446,9,6,2,0,5000,1,154,牧师,修改神圣破袭附加睡眠的概率
447,9,6,2,0,7500,1,154,牧师,修改神圣破袭附加睡眠的概率
448,9,6,2,0,10000,1,154,牧师,修改神圣破袭附加睡眠的概率
449,9,6,2,0,2500,1,142,牧师,修改神圣破袭附加刻印的概率
450,9,6,2,0,5000,1,142,牧师,修改神圣破袭附加刻印的概率
451,9,6,2,0,7500,1,142,牧师,修改神圣破袭附加刻印的概率
452,9,6,2,0,10000,1,142,牧师,修改神圣破袭附加刻印的概率
457,8,17,0,0,1000,1,39,牧师,神圣破袭对boss敌人的伤害提高
458,8,17,0,0,2000,1,39,牧师,神圣破袭对boss敌人的伤害提高
459,8,17,0,0,3000,1,39,牧师,神圣破袭对boss敌人的伤害提高
460,8,17,0,0,4000,1,39,牧师,神圣破袭对boss敌人的伤害提高
461,9,6,2,0,10000,1,155,牧师,神圣破袭释放时恢复sp
462,9,9,0,0,100,1,155,牧师,神圣破袭命中后恢复的SP提高
463,9,9,0,0,200,1,155,牧师,神圣破袭命中后恢复的SP提高
464,9,9,0,0,300,1,155,牧师,神圣破袭命中后恢复的SP提高
469,8,17,0,0,2500,1,22,法师,雷电术对boss敌人的伤害提高
470,8,17,0,0,5000,1,22,法师,雷电术对boss敌人的伤害提高
471,8,17,0,0,7500,1,22,法师,雷电术对boss敌人的伤害提高
472,8,17,0,0,10000,1,22,法师,雷电术对boss敌人的伤害提高
473,9,6,2,0,250,1,158,法师,闪电阵附加束缚效果
474,9,6,2,0,500,1,158,法师,闪电阵附加束缚效果
475,9,6,2,0,750,1,158,法师,闪电阵附加束缚效果
476,9,6,2,0,1000,1,158,法师,闪电阵附加束缚效果
477,9,6,2,0,1000,1,116,游侠,弩箭射击有一定几率发射多只弩箭
478,9,6,2,0,1500,1,116,游侠,弩箭射击有一定几率发射多只弩箭
479,9,6,2,0,2000,1,116,游侠,弩箭射击有一定几率发射多只弩箭
480,9,6,2,0,2500,1,116,游侠,弩箭射击有一定几率发射多只弩箭
481,9,6,2,0,250,1,177,游侠,基础攻击命中非Boss目标后有2.5%的几率使目标束缚2秒。
482,9,6,2,0,500,1,177,游侠,基础攻击命中非Boss目标后有5%的几率使目标束缚2秒。
483,9,6,2,0,750,1,177,游侠,基础攻击命中非Boss目标后有7.5%的几率使目标束缚2秒。
484,9,6,2,0,1000,1,177,游侠,基础攻击命中非Boss目标后有10%的几率使目标束缚2秒。
485,9,6,2,0,600,1,159,战士,战士基础攻击有一定几率产生二段斩
486,9,6,2,0,900,1,159,战士,战士基础攻击有一定几率产生二段斩
487,9,6,2,0,1200,1,159,战士,战士基础攻击有一定几率产生二段斩
488,9,6,2,0,1500,1,159,战士,战士基础攻击有一定几率产生二段斩
489,9,6,2,0,600,1,160,战士,战士基础攻击有一定几率产生要害突刺
490,9,6,2,0,900,1,160,战士,战士基础攻击有一定几率产生要害突刺
491,9,6,2,0,1200,1,160,战士,战士基础攻击有一定几率产生要害突刺
492,9,6,2,0,1500,1,160,战士,战士基础攻击有一定几率产生要害突刺
493,10,2,0,0,2500,1,10,游侠,移动射击的暴击率提高25%
494,10,2,0,0,5000,1,10,游侠,移动射击的暴击率提高50%
495,10,2,0,0,7500,1,10,游侠,移动射击的暴击率提高75%
496,10,2,0,0,10000,1,10,游侠,移动射击的暴击率提高100%
501,9,6,2,0,250,1,139,牧师,牧师基础攻击有一定几率使非boss敌人昏迷
502,9,6,2,0,500,1,139,牧师,牧师基础攻击有一定几率使非boss敌人昏迷
503,9,6,2,0,750,1,139,牧师,牧师基础攻击有一定几率使非boss敌人昏迷
504,9,6,2,0,1000,1,139,牧师,牧师基础攻击有一定几率使非boss敌人昏迷
505,8,4,0,0,500,1,19,法师,暴风冰锥的暴击率提高
506,8,4,0,0,1000,1,19,法师,暴风冰锥的暴击率提高
507,8,4,0,0,1500,1,19,法师,暴风冰锥的暴击率提高
508,8,4,0,0,2000,1,19,法师,暴风冰锥的暴击率提高
509,1,0,20,7,1,0,1,战士,开启环刺连招
510,1,0,20,8,1,0,1,战士,开启旋风刺连招
511,1,0,20,11,1,0,1,战士,开启勇气呐喊连招
512,1,0,20,13,1,0,1,战士,开启暴风斩连招
513,1,0,20,14,1,0,1,战士,开启最后反击连招
514,1,0,20,30,1,0,1,游侠,开启暴风箭雨连招
515,9,6,2,0,10000,1,163,法师,法师火球术额外发出一发跟踪的火球
516,9,10,0,0,1,1,163,法师,法师火球术额外发出二发跟踪的火球
517,9,10,0,0,2,1,163,法师,法师火球术额外发出三发跟踪的火球
519,8,13,0,0,1000,1,0,战士,战士基础攻击造成的伤害提高10%
520,1,0,24,1000,15,0,1,战士,二段斩命中后恢复相当于伤害10%的生命值
521,1,0,24,2000,15,0,1,战士,二段斩命中后恢复相当于伤害20%的生命值
522,1,0,24,3000,15,0,1,战士,二段斩命中后恢复相当于伤害30%的生命值
523,1,0,24,4000,15,0,1,战士,二段斩命中后恢复相当于伤害40%的生命值
524,1,0,24,1000,16,0,1,战士,要害突刺命中后恢复相当于伤害10%的生命值
525,1,0,24,2000,16,0,1,战士,要害突刺命中后恢复相当于伤害20%的生命值
526,1,0,24,3000,16,0,1,战士,要害突刺命中后恢复相当于伤害30%的生命值
527,1,0,24,4000,16,0,1,战士,要害突刺命中后恢复相当于伤害40%的生命值
528,1,0,24,600,8,0,1,战士,旋风刺命中敌人时恢复相当于伤害6%的生命值
529,1,0,24,900,8,0,1,战士,旋风刺命中敌人时恢复相当于伤害9%的生命值
530,1,0,24,1200,8,0,1,战士,旋风刺命中敌人时恢复相当于伤害12%的生命值
531,1,0,24,1500,8,0,1,战士,旋风刺命中敌人时恢复相当于伤害15%的生命值
532,9,9,2,0,2,1,122,战士,修改圆月斩召唤的旋风伤害
533,9,9,2,0,3,1,122,战士,修改圆月斩召唤的旋风伤害
534,9,9,2,0,4,1,122,战士,修改圆月斩召唤的旋风伤害
535,9,9,2,0,2,1,123,战士,修改暴风斩召唤的旋风伤害
536,9,9,2,0,3,1,123,战士,修改暴风斩召唤的旋风伤害
537,9,9,2,0,4,1,123,战士,修改暴风斩召唤的旋风伤害
538,1,0,24,100,31,0,1,牧师,基础攻击命中恢复HP
539,1,0,24,200,31,0,1,牧师,基础攻击命中恢复HP
540,1,0,24,300,31,0,1,牧师,基础攻击命中恢复HP
541,1,0,24,400,31,0,1,牧师,基础攻击命中恢复HP
542,1,0,24,100,32,0,1,牧师,基础攻击命中恢复HP
543,1,0,24,200,32,0,1,牧师,基础攻击命中恢复HP
544,1,0,24,300,32,0,1,牧师,基础攻击命中恢复HP
545,1,0,24,400,32,0,1,牧师,基础攻击命中恢复HP
