dwTemplateID,strName,byShape,byDamegePro,byJob,dwCostSP,dwIgnoreAction,byTargetType,dwHitPer,dwCriticalPer,dwCriticalDmgPer,wAoeAimNum,nAoeArea,byAoeCenterType,nAoeCenterData,byAoeAreaType,nAoeAreaData,byIgnoreDef,dwIgnoreDefendAmount,dwDamagePer,naMoreDamagePer[MONSTER_BODY_TYPE_max],bySkillEffect,dwDirectDmgMin,dwDirectDmgMax,dwDmg[10],dwAtkPowerPer[10],sSkillEffectSelf[8],sSkillEffect[8],sSkillEffectHitPoint[8],Description,icon,ParentID,hitPoint,EffectAnchor,EffectStartTime,EffectFile,EffectLifeTime,SkillTimerTrigger,SkillTimerInterval,MoveSpeed,MoveBeginTime,MoveEndTime,RotateBeginTime,RotateEndTime,shakeCamera,ShakeLevel,AudioConf,AudioStartTime,ClassName,CastDistance,SelfEffect,SelfEffectLife,ExplosionEffect,ExplosionEffectLife,HitEffect,HitEffectRotate,HitEffectLife,HitDummy,animation,AnimFadeTime,WeaponTrailLife,WeaponTrailDisappear,WeaponTrailLength,WeaponTrailDelay,Enable,CalcDamage,ZoomInStartTime,ZoomInEndTime,ZoomInLevel
1008,普攻-警卫狼狗,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_wolf_damned_attack_1.wav,4000,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1009,普攻-地精炸弹技术者,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1003,,朝目标点投掷炸弹,,0,1750,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_minion_attack_swish2.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1010,普攻-食人魔工人,0,0,0,0,0,5,0,0,0,20,2500,0,2500,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_ogre_worker_attack_b.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1011,普攻-狂暴者佐隆,0,0,0,0,0,5,0,0,0,20,5000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,3250,self,1,Effect/MainChar/$Fx_Zuluk/Zuluk_003.prefab,2000,0,0,0,0,0,0,0,0,0,monster_sound/$ogre_zuluk_skill_attack01_1.wav;monster_sound/$ogre_zuluk_skill_attack01_voice.wav,100;101,sdBaseState,4000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1012,普攻-史莱姆,0,0,0,0,0,5,0,0,0,20,1500,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,对周围360度的aoe,,0,4000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_slime_shining_attack_1.wav,100,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1013,普攻-森林狼,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_wolf_damned_attack_1.wav,4000,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1014,普攻-曼陀罗,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0;0;0;0;0;0,2500;2500;2500;2500;2500;2500,,,,360度多次aoe伤害,,0,3000;4000;5000;6000;7000;8000,self,1,Effect/MainChar/$Fx_mandragora/Fx_mandragora_skill_attack01_1.prefab,2500,0,0,0,0,0,0,0,0,0,monster_sound/$mandragora_skill_attack02_2.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1015,普攻-森林蜘蛛,0,0,0,0,0,5,0,0,0,20,1000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,2000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$spider_marsh_mother_attack.wav,100,sdBaseState,800,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1016,普攻-森林小恶魔,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,4850,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_imp_forest_attack_1.wav,100,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1017,普攻-幼虫小恶魔,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1013,,发出绿色光球攻击目标,,0,5650,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_imp_caterpillar_attack.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1018,普攻-特林特,0,0,0,0,0,5,0,0,0,20,5000,0,0,5,120,0,0,10000,0;0;0;0,0,0,0,0,20000,,,,对前方造成伤害,,0,6300,self,1,Effect/MainChar/$Fx_treant/Fx_treant_skill_03.prefab,3500,0,0,0,0,0,0,0,0,0,monster_sound/$monster_treant_attack_a.wav,2500,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1019,普攻-小洞穴蜘蛛,0,0,0,0,0,5,0,0,0,20,1000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,0,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$spider_marsh_mother_attack.wav,100,sdBaseState,800,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1020,普攻-母洞穴蜘蛛,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$monster_spider_marsh_mother_attack_1_a.wav,4000,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1021,普攻-岩石精灵,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0;0;0;0;0;0;0;0,2500;2500;2500;2500;2500;2500;2500;2500,,,,360度的多次aoe,,0,1000;2000;3000;4000;5000;6000;7000;8000,self,1,Effect/MainChar/$Fx_rock_elemental/Fx_Rock_Elemental.prefab,2500,0,0,0,0,0,0,0,0,0,monster_sound/$monster_rock_elemental_attack_loop_a.wav,100,sdBaseState,1300,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1022,普攻-兽人精灵术士,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1006,,向前方发出火球,,0,5230,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$skill_04_fireball.wav,1500,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1023,普攻-岩石愤怒精灵,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0;0;0;0;0;0;0;0,2500;2500;2500;2500;2500;2500;2500;2500,,,,360度的多次aoe,,0,1000;2000;3000;4000;5000;6000;7000;8000,self,1,Effect/MainChar/$Fx_rock_elemental/Fx_Rock_Elemental.prefab,2500,0,0,0,0,0,0,0,0,0,monster_sound/$monster_rock_elemental_attack_loop_a.wav,100,sdBaseState,1300,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1024,普攻-岩石巨人,0,0,0,0,0,5,0,0,0,20,3000,0,3600,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5100,gamelevel,5000,Effect/MainChar/$Tongyong/suishi/Fx_suishi_02.prefab,2000,0,0,0,0,0,0,0,0,0,monster_sound/$rockgolem_skill_attack02.wav,1300,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1025,普攻-古代岩石巨人,0,0,0,0,0,5,0,0,0,20,4000,0,7000,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,6400,gamelevel,1,Effect/MainChar/$Fx_boss_golem/Fx_boss_golem_skill01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_boss_golem_attack_s.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1026,普攻-乌鸦,0,0,0,0,0,5,0,0,0,20,1000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,6300,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$raven_skill_attack01_1.wav,100,sdBaseState,800,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1027,普攻-军团狼,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_wolf_damned_attack_1.wav,4000,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1028,普攻-地精警卫兵,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_elite_attack_a.wav,100,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1029,普攻-兽人突击兵,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5400,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_ogre_worker_attack_a.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1030,普攻-食人魔勇士,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_ogre_worker_attack_b.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1031,普攻-蝙蝠,0,0,0,0,0,5,0,0,0,20,1000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,6660,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$monster_bat_attack_a.wav,5000,sdBaseState,800,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1032,普攻-地精精锐兵,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_elite_attack_a.wav,100,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1033,普攻-豺狼人弩箭手,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1008,,向前方发射1只火焰弩箭,,0,600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1034,普攻-兽人分队长,0,0,0,0,0,5,0,0,0,20,4000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,3900,self,1,Effect/MainChar/$Fx_orc_leader/Fx_orc_leader_attack01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav,100,sdBaseState,2500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1035,普攻-守门将克列加尔,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,3900,self,1,Effect/MainChar/$Fx_orc_leader/Fx_orc_leader_attack01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1036,普攻-地精喇叭手,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1035,,发出音波攻击目标,,0,5000,self,1,Effect/MainChar/$Fx_kobold_burgler/Fx_kobold_burgler_skill_attack01_002.prefab,2000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_imp_caterpillar_attack.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1037,普攻-守门将贝格尔,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_elite_attack_a.wav,100,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1038,普攻-守门将卡斯帕,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1009,,向前方发射6只火焰弩箭,,0,600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1039,普攻-独眼龙托尔波,0,0,0,0,0,5,0,0,0,20,4000,0,0,5,80,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5600,self,1,Effect/MainChar/$Fx_orc_torpa/Fx_orc_torpa_attack01_3.prefab,3000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav,100,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1040,普攻-地精御林军,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_elite_attack_a.wav,100,sdBaseState,1200,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1041,普攻-豺狼人狙击手,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1008,,向前方发射6只火焰弩箭,,0,600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1042,普攻-百发百中的赛波,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1011,,向前方发射6只火焰弩箭,,0,600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1043,普攻-刽子手贝克塔鲁,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,3900,self,1,Effect/MainChar/$Fx_orc_leader/Fx_orc_leader_attack01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1044,普攻-兽人百夫长,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,3900,self,1,Effect/MainChar/$Fx_orc_leader/Fx_orc_leader_attack01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1045,普攻-达人塔姆,0,0,0,0,0,5,0,0,0,20,4000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_elite_attack_a.wav,100,sdBaseState,2500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1046,普攻-屠杀者隆多,0,0,0,0,0,5,0,0,0,20,3500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0;0;0;0;0;0;0;0;0,5000;5000;5000;5000;5000;5000;5000;5000;5000,,,,前方普通攻击伤害,,0,1300;1730;2060;2400;2800;3100;3500;3800;4200,self;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel,1;1300;1730;2060;2400;2800;3100;3500;3800;4200,Effect/MainChar/$Fx_orc_butcher/Fx_orc_butcher_skill_attack01.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab,6500;500;500;500;500;500;500;500;500;500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_butcher_skill_01.wav,100,sdBaseState,2500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1047,普攻-兽人屠杀者,0,0,0,0,0,5,0,0,0,20,3500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0;0;0;0;0;0;0;0;0,2000;2000;2000;2000;2000;2000;2000;2000;2000,,,,前方普通攻击伤害,,0,1300;1730;2060;2400;2800;3100;3500;3800;4200,self;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel;gamelevel,1;1300;1730;2060;2400;2800;3100;3500;3800;4200,Effect/MainChar/$Fx_orc_butcher/Fx_orc_butcher_skill_attack01.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab;Effect/MainChar/$Fx_orc_butcher/Fx_butcher_hit.prefab,6500;500;500;500;500;500;500;500;500;500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_butcher_skill_01.wav,100,sdBaseState,2500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1048,普攻-学徒阿尔贝托,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1006,,向前方发出火球,,0,5230,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$skill_04_fireball.wav,1500,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
